"Berlin, Carstennstrasse/Ringstrasse"	9066201
"Berlin, Cautiusstrasse"	9027207
"Berlin, Ceciliengaerten"	9060107
"Berlin, Cecilienstrasse"	9074251
"Berlin, Cecilienstrasse/Blumberger Damm"	9171010
"Berlin, Cecilienstrasse/Hellersdorfer Strasse"	9175538
"Berlin, Cecilienstrasse/Oberfeldstrasse"	9171522
"Berlin, Cecilienstrasse/Wuhle"	9171520
"Berlin, Celsiusstrasse Nord"	9064205
"Berlin, Celsiusstrasse Sued"	9064273
"Berlin, Charite - Campus Benjamin Franklin"	9066410
"Berlin, Charlottenstrasse"	9012154
"Berlin, Charlottenstrasse/Chausseestrasse"	9053259
"Berlin, Chausseehaus"	9180504
"Berlin, Chemnitzer Strasse/Jaegerstrasse"	9175008
"Berlin, Chlodwigstrasse"	9068355
"Berlin, Chris-Gueffroy-Allee"	9077204
"Berlin, Christoph-Kolumbus-Strasse"	9038254
"Berlin, Chronisteneck"	9143510
"Berlin, Clara-Jaschke-Strasse"	9003255
"Berlin, Clauertstrasse"	9052304
"Berlin, Clayallee 229"	9051310
"Berlin, Colditzstrasse"	9069251
"Berlin, Colditzstrasse/Ullsteinstrasse"	9069207
"Berlin, Coloniaallee"	9195525
"Berlin, Columbiadamm/Friesenstrasse"	9069101
"Berlin, Columbiadamm/Platz der Luftbruecke"	9017181
"Berlin, Conrad-Blenkle-Strasse"	9110027
"Berlin, Conradstrasse"	9053260
"Berlin, Conradstrasse/Ernststrasse"	9096153
"Berlin, Corneliusbruecke"	9005102
"Berlin, Cranachstrasse"	9063154
"Berlin, Criegernstrasse"	9161508
"Berlin, Culemeyerstrasse"	9072191
"Berlin, Cunostrasse"	9046152
"Berlin, Cyclopstrasse"	9096191
